,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
24,0.026375936486637594,0.008498266800849827,70.97619047619048,14153,default,155.0,126.0,76.0,E,normal
25,0.0012406642161453456,0.0022593182243865893,28.50316983650317,6359,default,3510.0,2997.0,193.0,E,normal
26,0.000528044466902476,0.009937678962438943,11.528155339805826,189,default,527.0,515.0,59.0,E,normal
27,0.0008268641470888662,0.020429009193054137,6.705479452054795,98,default,303.0,292.0,40.0,E,normal
28,0.0007321248741188319,0.022155085599194362,6.848275862068966,88,default,305.0,290.0,44.0,E,normal
29,0.0105085276714236,0.018447615732683605,27.625,1812,default,148.0,104.0,53.0,E,normal
30,0.00249812817376478,0.007932095333407465,102.58174904942966,8088,default,604.0,526.0,428.0,E,normal
31,9.682095888992441e-05,0.011080045562804184,41.44635193133047,57,default,418.0,233.0,107.0,E,normal
32,0.01440345536816125,0.009954751131221719,39.464285714285715,10505,default,342.0,308.0,121.0,E,normal
33,0.010757931844888366,0.010967489228358794,14.183333333333334,1648,default,187.0,180.0,28.0,E,normal
34,0.001627679806362379,0.009854771784232365,46.272,1130,default,527.0,250.0,114.0,E,normal
35,0.0006712919889772012,0.0042354483993017715,78.26421636615811,4546,default,1620.0,1442.0,478.0,E,normal
36,0.00020665736650391382,0.007207626133457335,22.756613756613756,160,default,660.0,567.0,93.0,E,normal
37,0.02036945706251352,0.012113346311918667,29.07547169811321,5651,default,178.0,159.0,56.0,E,normal
38,0.2723377926421405,0.03678929765886288,2.7685185185185186,4886,default,111.0,108.0,11.0,E,normal
39,6.7114093959731546e-06,0.02791946308724832,22.713414634146343,2,default,2420.0,164.0,104.0,E,normal
40,0.001816000537956499,0.005770806078908437,102.36670838548186,8912,default,912.0,799.0,472.0,E,normal
41,6.623176296677165e-05,0.001936178417636095,15.929357563347837,495,default,8598.0,7814.0,241.0,E,normal
42,5.06420690902514e-06,0.02333152468800868,32.523529411764706,2,default,3753.0,170.0,129.0,E,normal
43,0.0009786140452173126,0.005298373127738342,83.56575212866603,5187,default,1166.0,1057.0,468.0,E,normal
44,0.0010616992276238073,0.02053611994547933,62.885714285714286,702,default,265.0,175.0,226.0,E,normal
45,0.0034550387596899226,0.014728682170542635,11.415929203539823,268,default,114.0,113.0,19.0,E,normal
46,0.0005352635486265776,0.02969561989606533,6.013392857142857,44,default,255.0,224.0,40.0,E,normal
47,0.007342207597965899,0.00508525276697577,30.117117117117118,1473,default,200.0,111.0,17.0,E,normal
48,0.0001744515743918818,0.010595433517385466,48.55797101449275,71,default,276.0,138.0,71.0,E,normal
49,0.024929719626168224,0.017570093457943924,18.97163120567376,4002,default,159.0,141.0,47.0,E,normal
50,0.0006547140934909662,0.004570806413509044,74.77496159754224,3825,default,1449.0,1302.0,445.0,E,normal
51,0.0214460716747071,0.012577532736044108,33.941520467836256,7469,default,193.0,171.0,73.0,E,normal
52,0.0005637082862411517,0.0046497333095393886,75.78211870773855,3412,default,1475.0,1331.0,469.0,E,normal
53,0.0006764923989618094,0.03299962921764924,9.236301369863014,110,default,317.0,292.0,89.0,E,normal
54,0.004164353786992142,0.025079418157498746,46.7265625,1495,default,152.0,128.0,150.0,E,normal
55,0.00012947170229261272,0.017166906634178757,43.40865384615385,71,default,391.0,208.0,155.0,E,normal
56,0.00017736486486486487,0.007094594594594595,9.652173913043478,95,default,1094.0,920.0,63.0,E,normal
57,0.00823816717019134,0.012228456337217667,22.715686274509803,3436,default,391.0,306.0,85.0,E,normal
58,0.0010583991755410511,0.03916180006870491,8.637982195845698,185,default,391.0,337.0,114.0,E,normal
59,0.00013443640124095142,0.011375387797311272,34.186868686868685,55,default,350.0,198.0,77.0,E,normal
60,0.005768597997138769,0.011534334763948498,27.014492753623188,3871,default,475.0,414.0,129.0,E,normal
61,0.0006275346851654216,0.014941302027748132,7.556451612903226,36,default,192.0,124.0,14.0,E,normal
62,0.0006286427976686096,0.003596442740293453,83.57836257309941,5391,default,1919.0,1710.0,514.0,E,normal
63,0.0007401528512639623,0.019988242210464434,9.047872340425531,76,default,213.0,188.0,34.0,E,normal
64,0.0008889407100798694,0.004080918789716084,88.41752577319588,6405,default,1516.0,1358.0,490.0,E,normal
65,7.97773654916512e-06,0.008905380333951763,14.18421052631579,3,default,2896.0,380.0,48.0,E,normal
66,0.005862909820831165,0.005798825366143781,18.25101763907734,4732,default,783.0,737.0,78.0,E,normal
67,0.0002380456547857429,0.00512615138165799,13.6448087431694,179,default,969.0,915.0,64.0,E,normal
68,0.004520852252881593,0.007893817673768774,23.314332247557005,3883,default,786.0,614.0,113.0,E,normal
69,0.00011488134841428255,0.0026613439787092482,19.248665955176094,125,default,1303.0,937.0,48.0,E,normal
70,0.001698440651006902,0.005680688499446133,91.9242819843342,7176,default,867.0,766.0,400.0,E,normal
71,8.999581414817915e-06,0.0058601925491837585,17.566176470588236,3,default,2712.0,272.0,28.0,E,normal
72,1.056338028169014e-05,0.005592377796188898,7.282051282051282,4,default,2027.0,663.0,27.0,E,normal
73,0.0038639285255174186,0.005827655654111497,20.670504871567758,5411,default,1239.0,1129.0,136.0,E,normal
74,0.004532562446813836,0.006207138208940281,32.22096774193548,5433,default,715.0,620.0,124.0,E,normal
75,0.000690716104579338,0.004101150507181215,81.27800546448087,4932,default,1605.0,1464.0,488.0,E,normal
76,0.0010746268656716418,0.007960199004975124,17.130681818181817,195,default,186.0,176.0,24.0,E,normal
77,0.00012627279185413212,0.00159838977030547,16.49609375,128,default,1284.0,1024.0,27.0,E,normal
78,0.0006844526218951243,0.02667893284268629,5.574358974358974,45,default,207.0,195.0,29.0,E,normal
79,0.00011815206310028437,0.005526640553737189,20.777034559643255,133,default,1176.0,897.0,103.0,E,normal
80,0.00013706871321257847,0.006048583785893142,16.84986301369863,253,default,1995.0,1825.0,186.0,E,normal
81,0.00022656014470907445,0.006406391317455532,14.190374331550801,181,default,1022.0,935.0,85.0,E,normal
82,0.0011438437406467202,0.005210123158443171,89.49305555555556,6192,default,1128.0,1008.0,470.0,E,normal
83,0.0005661438089950028,0.011382565241532482,12.63859649122807,245,default,607.0,570.0,82.0,E,normal
84,0.0019899827829081233,0.012951948661762405,68.14933333333333,3052,default,409.0,375.0,331.0,E,normal
85,0.000174822974036192,0.014791502753737215,47.42537313432836,67,default,246.0,134.0,94.0,E,normal
86,0.00027636022514071295,0.0150093808630394,6.57213316892725,89,default,836.0,811.0,80.0,E,normal
87,0.001065329218106996,0.04526748971193416,6.037267080745342,63,default,170.0,161.0,44.0,E,normal
88,0.0008096836049856184,0.02109300095877277,5.96,51,default,194.0,175.0,22.0,E,normal
89,0.001636296773007263,0.014847844074652937,66.12158054711246,2136,default,366.0,329.0,323.0,E,normal
90,1.5584415584415583e-05,0.0163265306122449,52.33009708737864,6,default,219.0,103.0,88.0,E,normal
91,1.0537870472008782e-05,0.012074643249176729,11.861979166666666,3,default,2260.0,384.0,55.0,E,normal
92,0.0007904060567347058,0.0022647426032925875,29.261682242990656,6534,default,5493.0,4708.0,312.0,E,normal
93,0.004521033285685113,0.018174392485195017,20.927350427350426,1329,default,331.0,234.0,89.0,E,normal
94,0.032573954983922834,0.012423268050277696,49.941605839416056,13373,default,187.0,137.0,85.0,E,normal
95,0.000687196110210697,0.018638573743922204,9.640625,51,default,151.0,128.0,23.0,E,normal
96,0.0008111798940645639,0.00501340541011836,82.36445242369838,4466,default,1256.0,1114.0,460.0,E,normal
97,0.00021522118742724097,0.018335273573923165,7.756207674943567,89,default,951.0,886.0,126.0,E,normal
98,0.00013336437408540642,0.0017959292270852735,18.289537712895378,121,default,1140.0,822.0,27.0,E,normal
99,7.945306725794531e-06,0.01237989652623799,13.632241813602015,3,default,2893.0,397.0,67.0,E,normal
100,0.0009523556465950375,0.006840844090592873,68.54039735099337,2957,default,833.0,755.0,354.0,E,normal
101,5.9494309838472834e-05,0.002535334067547724,15.686161597984524,312,default,6024.0,5557.0,221.0,E,normal
102,0.012636692913385827,0.02236220472440945,22.841726618705035,2408,default,154.0,139.0,71.0,E,normal
103,0.003405857740585774,0.03282909559060187,30.16504854368932,635,default,128.0,103.0,102.0,E,normal
104,0.00011137929004532877,0.00370871843174192,19.570276497695854,114,default,1171.0,868.0,63.0,E,normal
105,0.0017537530065522102,0.008874512731193497,51.08898305084746,1269,default,485.0,236.0,107.0,E,normal
106,0.033249895266024294,0.01152073732718894,39.45454545454545,9525,default,200.0,121.0,55.0,E,normal
107,0.008162127346337872,0.009569377990430622,71.81497797356828,7984,default,237.0,227.0,156.0,E,normal
108,0.0014914648953646167,0.006313834726090994,93.21571238348868,6265,default,861.0,751.0,442.0,E,normal
109,0.02068049104180491,0.01227604512276045,15.377551020408163,3740,default,200.0,196.0,37.0,E,normal
110,0.000736468200270636,0.03382949932341001,7.038095238095238,66,default,256.0,210.0,50.0,E,normal
111,0.006876943881000676,0.030425963488843813,10.564285714285715,611,default,161.0,140.0,45.0,E,normal
112,0.0004312849162011173,0.025139664804469275,10.170454545454545,47,default,237.0,176.0,45.0,E,normal
113,0.0010156193721774305,0.0062200426675532655,82.02954545454546,4399,default,976.0,880.0,449.0,E,normal
114,6.48807032231059e-06,0.017371285056509,7.6448,4,default,2810.0,1250.0,166.0,E,normal
115,0.00015787094586958977,0.013673861453271556,8.411596958174904,84,default,1176.0,1052.0,121.0,E,normal
116,0.0007277335264301232,0.01955104996379435,9.33108108108108,61,default,183.0,148.0,27.0,E,normal
117,0.027153026026967703,0.014894951395421763,39.370370370370374,10391,default,270.0,162.0,95.0,E,normal
118,0.0014051329702772322,0.005045930909561392,91.71413160733549,7168,default,1049.0,927.0,429.0,E,normal
119,0.0004783923172683621,0.011559665658900943,11.59381443298969,162,default,498.0,485.0,65.0,E,normal
120,7.21398403058236e-05,0.002188858402441656,17.078846913255234,562,default,8434.0,7597.0,284.0,E,normal
121,0.0069517395772166765,0.021139166177334117,80.14117647058823,5683,default,184.0,170.0,288.0,E,normal
122,0.024043488453874103,0.008908685968819599,41.818627450980394,12307,default,313.0,204.0,76.0,E,normal
123,1.3205086403651776e-05,0.012552983371372678,44.77372262773723,5,default,280.0,137.0,77.0,E,normal
124,0.004618707235961928,0.013340468636520011,96.18014705882354,7250,default,308.0,272.0,349.0,E,normal
125,0.014568627450980393,0.021817177575255454,23.82236842105263,3166,default,178.0,152.0,79.0,E,normal
126,5.676552363299351e-06,0.014596848934198332,8.67537688442211,3,default,3482.0,995.0,126.0,E,normal
127,0.0001116905309056626,0.003181898532791232,19.71080139372822,114,default,1310.0,861.0,54.0,E,normal
128,0.0016403861625100564,0.02333065164923572,7.022598870056497,123,default,187.0,177.0,29.0,E,normal
129,0.013343175970801173,0.011966732483695328,84.83756345177665,13381,default,209.0,197.0,200.0,E,normal
130,0.0002124609510586602,0.00430406108989934,21.090775988286968,184,default,1038.0,683.0,62.0,E,normal
131,0.003244803654261535,0.005523883715165894,20.39061371841155,5499,default,1504.0,1385.0,156.0,E,normal
132,0.0030679652407539565,0.008270013853322699,99.25416666666666,8770,default,549.0,480.0,394.0,E,normal
133,0.01786587982832618,0.01201716738197425,20.43859649122807,4996,default,270.0,228.0,56.0,E,normal
134,0.003442353445922228,0.004836382074183861,20.26798418972332,5296,default,1364.0,1265.0,124.0,E,normal
135,0.005746173784250802,0.007775857812885707,17.386266094420602,2794,default,596.0,466.0,63.0,E,normal
136,0.000726353126642144,0.011823436678928009,11.968553459119496,166,default,332.0,318.0,45.0,E,normal
137,0.0014038182239154687,0.008672041086951946,79.44648829431438,4002,default,676.0,598.0,412.0,E,normal
138,0.00015594162612925645,0.013759555246699097,39.31693989071038,68,default,313.0,183.0,99.0,E,normal
139,0.0009884564643799472,0.008905013192612138,14.862745098039216,180,default,211.0,204.0,27.0,E,normal
140,0.0033458302749703574,0.006831912370842979,24.875,3556,default,806.0,712.0,121.0,E,normal
141,0.0107882566311494,0.013148945817274995,17.298039215686273,2856,default,272.0,255.0,58.0,E,normal
142,0.022756160632795862,0.010343778521448129,16.435,4488,default,238.0,200.0,34.0,E,normal
143,0.00537970655824642,0.025455188262329856,45.62096774193548,1826,default,148.0,124.0,144.0,E,normal
144,0.028319413092550788,0.011286681715575621,16.40740740740741,4517,default,190.0,162.0,30.0,E,normal
145,0.002339171507363727,0.010796221322537112,84.58064516129032,4784,default,449.0,403.0,368.0,E,normal
146,0.2122073732718894,0.03456221198156682,2.9931034482758623,5526,default,150.0,145.0,15.0,E,normal
147,0.0006404027139417817,0.010067848544539286,22.179611650485437,176,default,230.0,206.0,46.0,E,normal
148,0.00044260151410874054,0.007432897453544391,12.148829431438127,193,default,615.0,598.0,54.0,E,normal
149,0.001345318580030869,0.008347644616421382,78.36626916524702,3714,default,665.0,587.0,384.0,E,normal
150,0.0006374363720499768,0.012031466913465988,16.559386973180075,166,default,275.0,261.0,52.0,E,normal
151,5.389604457842331e-06,0.012880241161962182,6.578725961538462,4,default,3396.0,1664.0,141.0,E,normal
152,0.0001325283989426306,0.0018575409016217761,17.452618453865338,112,default,1066.0,802.0,26.0,E,normal
153,0.02246529513555086,0.011920784464526053,39.10526315789474,7011,default,138.0,133.0,62.0,E,normal
154,0.0001478673851493287,0.012786555849849302,8.232330827067669,98,default,1488.0,1330.0,140.0,E,normal
155,0.0018826777087646654,0.026224982746721876,8.835365853658537,328,default,408.0,328.0,76.0,E,normal
156,0.015301232876712327,0.013013698630136987,46.496815286624205,6702,default,323.0,157.0,95.0,E,normal
157,0.00813919481155164,0.01566324033284386,74.2909090909091,3991,default,127.0,110.0,128.0,E,normal
158,0.0006607806691449814,0.010997521685254027,12.963855421686747,256,default,518.0,498.0,71.0,E,normal
159,0.2255160427807487,0.029411764705882353,3.1166666666666667,5061,default,123.0,120.0,11.0,E,normal
160,0.001053919892466779,0.002806239756635342,27.59876342336479,5364,default,3575.0,3073.0,238.0,E,normal
161,0.00041403958944281525,0.008797653958944282,12.827586206896552,204,default,673.0,638.0,72.0,E,normal
162,0.00012365591397849463,0.0038020554862472525,18.579470198675498,125,default,1213.0,906.0,64.0,E,normal
163,0.00219,0.01857707509881423,50.6,1663,default,298.0,250.0,235.0,E,normal
164,0.0007118914888328658,0.0024429215637538615,30.120855614973262,6015,default,5512.0,4675.0,344.0,E,normal
165,9.621412479185034e-05,0.005485356058379861,22.81340782122905,118,default,1184.0,895.0,112.0,E,normal
166,7.316289653326194e-05,0.0028510239593093293,16.822787660436838,328,default,4890.0,4441.0,213.0,E,normal
167,0.0012226976744186047,0.006837209302325582,27.849740932642487,1578,default,1067.0,772.0,147.0,E,normal
168,0.010031964025279533,0.02807486631016043,76.18518518518519,4953,default,119.0,108.0,231.0,E,normal
169,0.005721005970689343,0.029310656775827754,45.67768595041322,1898,default,148.0,121.0,162.0,E,normal
170,0.005208591151328731,0.013233663578811831,102.41391941391942,8738,default,301.0,273.0,370.0,E,normal
171,0.0010014005602240897,0.03011204481792717,7.14,86,default,214.0,200.0,43.0,E,normal
172,0.0013581131426606294,0.006046884851263827,81.91079812206573,5687,default,931.0,852.0,422.0,E,normal
173,0.0009502849905003167,0.005699810006333122,14.354545454545455,181,default,229.0,220.0,18.0,E,normal
174,0.0008817351598173517,0.0073059360730593605,14.47136563876652,174,default,236.0,227.0,24.0,E,normal
175,0.00021786823498314942,0.006211590563668803,14.453677172874881,198,default,1166.0,1047.0,94.0,E,normal
176,0.025191055834876953,0.009394019581899974,43.4367816091954,11424,default,302.0,174.0,71.0,E,normal
177,0.0020429864253393663,0.06184012066365008,10.440944881889763,163,default,155.0,127.0,82.0,E,normal
178,0.01554018954018954,0.01024921024921025,47.96296296296296,13283,default,364.0,297.0,146.0,E,normal
179,0.00382478077297824,0.006731819658094423,34.41971544715447,7773,default,1181.0,984.0,228.0,E,normal
180,0.001053362573099415,0.0242040285899935,18.105882352941176,390,default,622.0,340.0,149.0,E,normal
181,0.000405982905982906,0.00695970695970696,12.061855670103093,200,default,706.0,679.0,57.0,E,normal
182,0.0008091397849462365,0.03379416282642089,13.633507853403142,127,default,351.0,191.0,88.0,E,normal
183,0.0035869193314909857,0.005263850506645611,19.927447552447553,4907,default,1237.0,1144.0,120.0,E,normal
184,7.57015321608081e-05,0.0023148335505176,16.660059331175837,562,default,8189.0,7416.0,286.0,E,normal
185,5.950166857926741e-05,0.0023083112394971838,14.90621313409359,271,default,5513.0,5086.0,175.0,E,normal
186,0.00397927090779128,0.04145818441744103,9.517006802721088,335,default,178.0,147.0,58.0,E,normal
187,0.00012457465349821563,0.007884471740393393,11.054128440366972,91,default,1392.0,1090.0,95.0,E,normal
188,8.38293394061729e-05,0.0025447268084812726,15.947998349153941,584,default,8047.0,7269.0,295.0,E,normal
189,0.0017704202198705434,0.010068837973903216,52.32795698924731,1034,default,388.0,186.0,98.0,E,normal
190,0.0008952536824877251,0.023731587561374796,8.092715231788079,66,default,173.0,151.0,29.0,E,normal
191,0.00024076773566569483,0.020165208940719145,9.811680572109655,119,default,1023.0,839.0,166.0,E,normal
192,6.450981853411335e-05,0.0018817304467712485,16.13527731850293,416,default,7337.0,6653.0,202.0,E,normal
193,8.468588397931494e-05,0.002798969160138583,15.066340961686809,298,default,4208.0,3889.0,164.0,E,normal
194,0.002106299212598425,0.01033464566929134,12.023668639053254,257,default,171.0,169.0,21.0,E,normal
195,0.0009452799412796151,0.002079680300126412,29.688861985472155,6955,default,4862.0,4130.0,255.0,E,normal
196,0.00011292299493738343,0.003037569944044764,21.89614935822637,128,default,1261.0,857.0,57.0,E,normal
197,0.03371925360474979,0.013146734520780322,36.55813953488372,9542,default,198.0,129.0,62.0,E,normal
198,0.00031338783852835974,0.007256004087889627,12.960264900662251,184,default,801.0,755.0,71.0,E,normal
199,9.210268469527728e-06,0.012933568489124045,9.5561797752809,3,default,2459.0,534.0,66.0,E,normal
200,0.024822377746279232,0.012136782423812898,93.2892561983471,16812,default,131.0,121.0,137.0,E,normal
201,0.003955638982531413,0.01425068954949433,75.44508670520231,3098,default,218.0,173.0,186.0,E,normal
202,7.835574260159472e-05,0.002367824362653637,16.321043288269834,562,default,8034.0,7323.0,283.0,E,normal
203,0.003834223191457362,0.006015942246954429,20.713395638629283,6119,default,1450.0,1284.0,160.0,E,normal
204,1.077414205905826e-05,0.053471667996807665,16.706666666666667,2,default,1087.0,150.0,134.0,E,normal
205,0.02697568275346053,0.01421623643845866,16.917721518987342,4327,default,192.0,158.0,38.0,E,normal
206,8.060268799841006e-05,0.003453158770774849,17.68585237258348,390,default,5097.0,4552.0,278.0,E,normal
207,0.00011697697207251348,0.010656540911317982,36.123893805309734,58,default,385.0,226.0,87.0,E,normal
208,0.005311280853481472,0.008017170633167097,41.252604166666664,5049,default,651.0,384.0,127.0,E,normal
209,8.605549701440113e-06,0.011591148577449948,9.125,3,default,2544.0,624.0,66.0,E,normal
210,0.002215248651887358,0.026812462552426603,52.56692913385827,888,default,194.0,127.0,179.0,E,normal
211,7.212255444813584e-05,0.0020671834625322996,17.374294510005132,587,default,8657.0,7796.0,280.0,E,normal
212,0.0005695642041482172,0.012351433232346772,11.886426592797784,147,default,372.0,361.0,53.0,E,normal
213,0.008141857142857143,0.009314285714285714,76.08695652173913,8549,default,239.0,230.0,163.0,E,normal
214,0.00806228117949117,0.018750486267797403,88.03424657534246,6218,default,161.0,146.0,241.0,E,normal
215,6.526161473904414e-05,0.0022978281817507967,16.72207684891888,476,default,7984.0,7261.0,279.0,E,normal
216,1.2351124834583149e-05,0.03617115130127922,13.257309941520468,2,default,1328.0,171.0,82.0,E,normal
217,0.0008647594278283485,0.011963589076723017,18.13679245283019,200,default,253.0,212.0,46.0,E,normal
218,0.0016827816696441116,0.003392280053794737,27.677222222222223,5031,default,2067.0,1800.0,169.0,E,normal
219,0.0006219558240513498,0.007362658108363225,21.79835390946502,198,default,322.0,243.0,39.0,E,normal
220,9.863588667366213e-06,0.012801678908709339,10.181623931623932,3,default,2319.0,468.0,61.0,E,normal
221,6.542754438265439e-05,0.0024698544044425915,16.79653851235302,500,default,8328.0,7569.0,314.0,E,normal
222,0.030543402777777777,0.019097222222222224,79.26605504587155,15834,default,113.0,109.0,165.0,E,normal
223,0.0014190912714228776,0.025906735751295335,13.489247311827956,214,default,190.0,186.0,65.0,E,normal
224,0.0002824388149420352,0.00635465865178188,12.895902547065338,198,default,982.0,903.0,74.0,E,normal
225,5.021316911416391e-06,0.014306016106110849,9.71915285451197,4,default,3558.0,1086.0,151.0,E,normal
226,0.0006518804243008679,0.01253616200578592,19.942307692307693,163,default,211.0,208.0,52.0,E,normal
227,0.009442262943571844,0.009404692650765949,79.03448275862068,11687,default,274.0,261.0,194.0,E,normal
228,0.008043660432353656,0.018034976924945347,103.57232704402516,7948,default,188.0,159.0,297.0,E,normal
229,0.007465552914245466,0.006471209720021131,37.67164179104478,10176,default,692.0,603.0,147.0,E,normal
230,0.00016280864197530865,0.0017444981213097155,18.0873786407767,146,default,1190.0,824.0,26.0,E,normal
231,0.0007058678500986193,0.01257396449704142,18.605504587155963,172,default,244.0,218.0,51.0,E,normal
232,0.00015683977612911622,0.006507874528179097,39.0,73,default,347.0,197.0,50.0,E,normal
233,0.00447069099378882,0.021739130434782608,56.0,2073,default,145.0,138.0,168.0,E,normal
234,0.00014072096128170893,0.009167779261237205,9.863915715539948,95,default,1354.0,1139.0,103.0,E,normal
235,0.0127689417989418,0.009682539682539683,90.43062200956938,14480,default,222.0,209.0,183.0,E,normal
236,0.0003444444444444444,0.011111111111111112,8.949343339587243,99,default,616.0,533.0,53.0,E,normal
237,5.680046598482123e-05,0.002107210772472632,16.102344827586208,398,default,8019.0,7250.0,246.0,E,normal
238,0.0005163358147229115,0.023986765922249794,14.350148367952523,150,default,540.0,337.0,116.0,E,normal
239,0.0001467492481741372,0.0022196763568666763,19.50558659217877,123,default,998.0,716.0,31.0,E,normal
240,0.0009321047526673132,0.005496281926931782,14.123287671232877,173,default,222.0,219.0,17.0,E,normal
241,0.00012432031636183885,0.0017301038062283738,17.47732181425486,121,default,1210.0,926.0,28.0,E,normal
242,0.0050821474773609316,0.09573091849935317,14.448598130841122,472,default,130.0,107.0,148.0,E,normal
243,0.008521179515118495,0.022745845818578043,77.6931216931217,7508,default,204.0,189.0,334.0,E,normal
244,0.0006040675547098002,0.008563273073263558,20.81188118811881,153,default,254.0,202.0,36.0,E,normal
245,0.0013483309143686503,0.033381712626995644,6.321100917431193,56,default,131.0,109.0,23.0,E,normal
246,0.010260242792109256,0.007283763277693475,42.516129032258064,8114,default,431.0,310.0,96.0,E,normal
247,0.00024258600237247923,0.011466982997232108,42.50420168067227,74,default,225.0,119.0,58.0,E,normal
248,5.319714863283329e-06,0.01149058410469199,8.158854166666666,3,default,3640.0,1152.0,108.0,E,normal
249,0.0001445606152250929,0.007042253521126761,15.108355091383812,201,default,1675.0,1532.0,163.0,E,normal
250,0.003907494486288544,0.005867421247555241,20.26222596964587,5635,default,1288.0,1186.0,141.0,E,normal
251,0.0008084868788386377,0.008654383026242322,15.242553191489362,174,default,247.0,235.0,31.0,E,normal
252,0.004996039944903581,0.03512396694214876,23.609756097560975,871,default,149.0,123.0,102.0,E,normal
253,0.0446536559139785,0.00881720430107527,44.285714285714285,12459,default,160.0,105.0,41.0,E,normal
254,0.0008931685283098148,0.0026611576035575476,30.317409766454354,6122,default,4615.0,3768.0,304.0,E,normal
255,1.849763140085721e-05,0.015113918339724792,40.3,5,default,228.0,110.0,67.0,E,normal
256,0.0011830732292917167,0.02040816326530612,7.371681415929204,60,default,152.0,113.0,17.0,E,normal
257,0.024336088154269974,0.01790633608815427,20.166666666666668,3181,default,125.0,108.0,39.0,E,normal
258,0.0033897868918375553,0.021310816244471252,71.878612716763,2530,default,198.0,173.0,265.0,E,normal
259,0.0001118984533859141,0.002957668371433853,20.859897172236504,109,default,1152.0,778.0,48.0,E,normal
260,0.01675531380753138,0.011129707112970712,82.98611111111111,12014,default,150.0,144.0,133.0,E,normal
261,0.0017247808543203005,0.0043968276053986365,25.704577968526465,3719,default,1541.0,1398.0,158.0,E,normal
262,0.030506020278833968,0.011089987325728771,16.4375,5777,default,196.0,192.0,35.0,E,normal
263,0.00015373134328358208,0.007835820895522387,40.81218274111675,75,default,349.0,197.0,63.0,E,normal
264,0.0007070787110406762,0.006075013206550449,17.447004608294932,161,default,307.0,217.0,23.0,E,normal
265,0.001038932146829811,0.006303299962921765,14.578378378378378,169,default,189.0,185.0,17.0,E,normal
266,0.0001262098167991704,0.008555133079847909,9.627287853577371,88,default,1413.0,1202.0,99.0,E,normal
267,0.00011339320166976532,0.005928368470901884,15.680418041804181,194,default,2001.0,1818.0,169.0,E,normal
268,0.0010475375724823478,0.0026527553153721747,31.355596784168213,6374,default,3765.0,3234.0,269.0,E,normal
269,0.002034318655269018,0.004256159758638029,31.58479863868406,6797,default,2122.0,1763.0,237.0,E,normal
270,7.273744579661491e-06,0.01678556441460344,7.302349336057201,4,default,2407.0,979.0,120.0,E,normal
271,6.2004822597313125e-06,0.01779768056033988,10.355529131985731,4,default,2307.0,841.0,155.0,E,normal
272,0.0002492836676217765,0.07091690544412607,7.505376344086022,21,default,258.0,186.0,99.0,E,normal
